isbn13,title,authors,categories,thumbnail,published_year,average_rating,ratings_count,description
9780007175222,Oh Say Can You Say?,Dr. Seuss,Children's stories,http://books.google.com/books/content?id=r4l8AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004.0,4.01,5726.0,"When you're trying to read aloud, tie your tongue in knots and tinker with a nonsensical story."
9780007178636,There's a Boy in the Girls' Bathroom,Louis Sachar,Boys,http://books.google.com/books/content?id=jHE-PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004.0,3.98,174.0,A guide to the book There's a Boy in the Girl'S bathroom.
9780007179817,Microserfs,Douglas Coupland,Computer programmers,http://books.google.com/books/content?id=N3AmmJIsK6wC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004.0,3.88,436.0,"Dan, Susan, Abe, Todd, and Bug are currently employed at Microsoft, but they are finding it hard to make ends meet in the high-paying job. Despite their hard work and significant earnings, they will never reach the same level of wealth as Bill, who also prioritizes email for communication."
9780007179824,Miss Wyoming,Douglas Coupland,Actors,http://books.google.com/books/content?id=2zoTKFNdxpIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004.0,3.48,110.0,"With this exceptional novel from the cult classic author, Susan and John must find each other."
9780007189953,Where Rainbows End,Cecelia Ahern,Friendship,http://books.google.com/books/content?id=PA7t62vA7SAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004.0,3.94,642.0,"The author of PS, I LOVE YOU has written a heartfelt and moving story that follows the friendship and difficult upbringing of Rosie and Alex, who have faced numerous challenges throughout their years."
9780007190683,Poirot,Agatha Christie,Authors,http://books.google.com/books/content?id=lbOOJGLxM9MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,4.2,83.0,"Ariadne Oliver's sleuthing companion in POIROT is showcased in four uncharacteristically modern novels set in the 1960s, including Third Girl, Hallowe'en Party, Elephants Can Remember, and The Pale Horse."
9780007191925,The Art of The Lord of the Rings,Gary Russell,Costume,http://books.google.com/books/content?id=zl-PPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004.0,4.52,12.0,"The ultimate guide to the design of the Lord of Rings movie, featuring the best artwork from the trilogy and numerous un-published paintings, sketches, digital shots, and photos. This authoritative and insightful book provides complete access to artwork created over a five-year period, including more than 400 exclusive images. The official book has also been combined with the first three Art books, which contain significantly larger artworks in addition to new text and information along with interviews with many artists."
9780007195305,The Known World,Edward P. Jones,African American plantation owners,http://books.google.com/books/content?id=CVS9a6lC5CwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004.0,3.83,437.0,An epic tale that examines slavery from a moral perspective.
9780007195718,Discover Your Destiny with the Monk Who Sold His Ferrari,Robin Sharma,Conduct of life,http://books.google.com/books/content?id=4hVbNc8rRfEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004.0,3.9,1956.0,"A powerful means of self-discovery that will enable you to live your best life and attain the happiness, prosperity, and inner peace you desire. Written by the author of The Monk Who Sold His Ferrari, a world-renowned author."
9780007204441,Naked Lunch,William S. Burroughs,Alienation (Social psychology),http://books.google.com/books/content?id=1B36S7t4k5AC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,3.44,478.0,"The godfather of the Beats' anarchic, phenomenally strong-selling classic has been given a new coat of paint and is now available in black."
9780007204465,Tropic of Cancer,Henry Miller,Fiction,http://books.google.com/books/content?id=ProgRjTL8FIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,3.69,709.0,"Henry Miller's first novel, which was banned in Britain for almost three decades, is now being reprinted in a new Harper Perennial Modern Classics issue. The book chronicles his experiences of living among prostitutes, pimps and the penniless artists of Montenegro."
9780007205585,Close Range,Annie Proulx,Cowboys,http://books.google.com/books/content?id=f-zI3bgDiCAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,3.99,466.0,Ang Lee has created a movie that features the title story of this collection of shorts.
9780020199854,The Love of the Last Tycoon,F. Scott Fitzgerald,Fiction,http://books.google.com/books/content?id=3EDbEHca_k8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1994.0,3.65,6836.0,Describes the workings of the Hollywood film industry and its significance in shaping American society.
9780020264736,The Song of Rhiannon,Evangeline Walton,Fiction,,1992.0,4.02,247.0,"A new interpretation of The Mabinogion features Manawydon reunites with Rhiannon, but is soon disturbed by the Gray Man's appearance, who seeks revenge against those who claim the Goddess."
9780020360759,Heart Songs and Other Stories,Annie Proulx,Fiction,http://books.google.com/books/content?id=_K2fswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1995.0,3.93,1822.0,"Annie Proulx, the author of The Shipping News, was already a prolific writer of short fiction in the country. Here are her collected stories, which include two new works that were never anthologized before and explore rural tradition, nature, and rituals of small-town life. The country is blue-collar New England; the characters are native families and the dispossessed working class, whose heritage is challenged by the urban bourgeoisie from the city."
9780020442608,The voyage of the Dawn Treader,Clive Staples Lewis,Juvenile Fiction,http://books.google.com/books/content?id=fDD3CfYb70cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1970.0,4.09,2869.0,"The ""Dawn Treader"" is the first ship in Narnia to be sailed since day one. It was built by King Caspian to find the seven lords, who were good people that his evil uncle Mizaz had banished when he took over. Edmund, Lucy, and their cousin Eustace travel down to the Eastern Islands, beyond the Silver Sea, before reaching Aslan's country at the End of the World."
9780020518600,The Short Stories of Ernest Hemingway,Ernest Hemingway,Fiction,http://books.google.com/books/content?id=Len1AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1986.0,4.26,106.0,The forty-nine stories are a reflection of Hemingway's personal struggles and triumphs.
9780020867401,The Screwtape Letters ; With  Screwtape Proposes a Toast,Clive Staples Lewis,Christianity,,1982.0,4.22,313.0,"C.S. Lewis's most celebrated work is this witty correspondence between Screwtape and his apprentice Wormwood, who both aim to create a human' soul in hell. It contains insightful insights into temptation, repentance, and grace, while also providing readers with intelligent insight into the nature of good deeds."
9780024181909,The Elements of Style,William Strunk;Elwyn Brooks White,Language Arts & Disciplines,http://books.google.com/books/content?id=ADaMf2tEB7sC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1979.0,4.2,204.0,"The only style manual ever published on best-seller lists offers practical, fundamental guidance on enhancing writing skills, advocating for a style that is simple, straightforward, and sincere."
9780024266408,The Presocratics,Philip Wheelwright,Philosophy,http://books.google.com/books/content?id=V45eMgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1966.0,4.04,199.0,The Library of Liberal Arts title.
9780027054903,The Rumble Seat Pony,Clarence William Anderson,"Animals, Treatment of",,1971.0,4.17,24.0,A neglected pony is discovered and rescued by three children who are riding in the rumble seat of their old yellow car.
9780027897500,The Journey with Grandmother,Edith Unnerstad,Grandmothers,,1960.0,3.75,3.0,A boy from Sweden has been bringing his relatives from their farm in Scandinavia to make unusual items out of human hair for a living.
9780029131695,Tyranny of the Majority,Lani Guinier,History,http://books.google.com/books/content?id=aRF7XdcCLq0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1995.0,3.82,39.0,"Despite the public hearing she was denied, her essays showcased the sharpness and nuance of analysis applied to electoral problems. Her tough-minded explorations should engage those interested in the mechanisms of democracy. It doesn't matter what you believe you are; it's all here, whether you argue or agree. -- Henry Louis Gates, Jr. Lani Guinier: A powerful book that will bring hope and positive change to a public discourse conversation we desperately need to revive."
9780029221303,The Origins of the Civil Rights Movement,Aldon D. Morris,History,http://books.google.com/books/content?id=7vyHY9DWcu8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1986.0,4.04,145.0,"This book, which combines theoretical analysis and interviews with prominent civil rights activists from the 1960s and 1970s, documents the events of the movement's turbulent first decade."
9780029227961,Presidential Power and the Modern Presidents,Richard E. Neustadt,History,http://books.google.com/books/content?id=elGozulX_o8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1991.0,3.79,277.0,"Induces a concept of presidential power, and compares it to the circumstances in the administrations of postwar presidents."
9780030420566,Rest  Rabbit  Rest,Jacquelyn Reinach;Richard Hefter,Juvenile Fiction,http://books.google.com/books/content?id=8-40_Zrp5voC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1978.0,4.01,88.0,Rabbit's busy schedule is disrupted by his friends who try to mislead him into sleeping.
9780030547744,Where the Red Fern Grows,Wilson Rawls,Juvenile Fiction,http://books.google.com/books/content?id=IHpRwgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000.0,4.37,95.0,A young boy in the Ozarks fulfills his biggest dream by owning two redbone hounds and training them to become champion hunters.
9780060000141,Poppy's Return,Avi,Juvenile Fiction,http://books.google.com/books/content?id=XbcMJQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,3.99,1086.0,"Gray House, the girlhood home where Poppy left herself years ago, is currently experiencing trouble. Her family has contacted her to save them all, including her mother, father, sisters, brothers, and deer mouse relatives—all too often insane. She invites her rebellious son, Junior, along with Mephitis and Ereth, to join her on the journey across Dimwood Forest for a better chance of bringing them together."
9780060001537,Diary of a Spider,Doreen Cronin,Juvenile Fiction,http://books.google.com/books/content?id=UWvZo2pIhzMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,4.25,7903.0,"Doreen Cronin and Harry Bliss, the authors of The Diary Of A Worm, share a humorous perspective on how spiders can be intimidating."
9780060004507,An Old-Fashioned Thanksgiving,Louisa May Alcott;James Bernardin,Juvenile Fiction,http://books.google.com/books/content?id=SKYr4V6C1M0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,3.7,599.0,"Seven children in nineteenth-century New England are depicted in an adaptation of the original story as they prepare for Thanksgiving holiday, while their mother is away caring for Grandmother."
9780060005696,The Paradox of Choice,Barry Schwartz,Business & Economics,,2005.0,3.84,23734.0,"In The Battle for Human Nature, the author explains why excessive choice has resulted in more intricate everyday decisions, how overconsumption of a desirable thing has negatively impacted human psychology and emotions, and how we can prioritize making correct decisions."
9780060009427,How to Read Literature Like a Professor,Thomas C. Foster,Literary Criticism,http://books.google.com/books/content?id=irkUlwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003.0,3.65,14917.0,"What is the significance of a fictional protagonist's journey, meal, and rain shower?"
9780060012342,The Amazing Maurice and His Educated Rodents,Terry Pratchett,Juvenile Fiction,http://books.google.com/books/content?id=1Z8KJQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001.0,4.05,27463.0,"With his rat pipe, the winner of the 2001 Carnegie Medal One prize appeared frequently and could have easily spread plague."
9780060012380,The Wee Free Men,Terry Pratchett,Juvenile Fiction,http://books.google.com/books/content?id=8PLblgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004.0,4.27,72982.0,"The Wee Free Men, a group of fiercely aggressive and fearless witch-like characters, are dispatched to make amends with Tiffany Aching."
